vote_id	icpsr	outcome
36	0	Nay
39	0	Nay
43	0	Yea
45	0	Nay
47	0	Nay
242	0	Yea
325	0	Nay
331	0	Nay
351	0	Nay
390	0	Yea
415	0	Nay
416	0	Nay
442	0	Nay
532	0	Nay
569	0	Nay
582	0	Nay
607	0	Nay
610	0	Nay
623	0	Yea
625	0	Nay
649	0	Nay
654	0	Nay
665	0	Nay
682	0	Yea
693	0	Nay
700	0	Nay
704	0	Nay
36	3	Nay
39	3	Nay
43	3	Yea
45	3	Nay
47	3	Nay
242	3	Yea
325	3	Yea
331	3	Yea
351	3	Nay
390	3	Yea
415	3	Nay
416	3	Nay
442	3	Nay
532	3	Yea
569	3	Yea
582	3	Yea
607	3	Yea
610	3	Yea
623	3	Yea
625	3	Yea
649	3	Yea
654	3	Yea
665	3	Yea
682	3	Yea
693	3	Yea
700	3	Yea
704	3	Yea
36	4	Nay
39	4	Nay
43	4	Yea
45	4	Nay
47	4	Nay
242	4	Yea
325	4	Yea
331	4	Yea
390	4	Yea
415	4	Nay
416	4	Nay
442	4	Yea
532	4	Yea
582	4	Yea
607	4	Yea
610	4	Yea
623	4	Yea
625	4	Nay
649	4	Yea
654	4	Yea
682	4	Yea
693	4	Yea
700	4	Yea
36	6	Nay
39	6	Nay
43	6	Yea
45	6	Nay
47	6	Nay
242	6	Yea
325	6	Yea
331	6	Yea
351	6	Nay
390	6	Yea
415	6	Nay
416	6	Nay
442	6	Yea
532	6	Yea
569	6	Yea
582	6	Yea
607	6	Yea
610	6	Yea
623	6	Yea
625	6	Yea
649	6	Yea
654	6	Yea
665	6	Yea
682	6	Yea
693	6	Yea
700	6	Yea
704	6	Yea
36	13	Nay
39	13	Nay
43	13	Yea
45	13	Nay
47	13	Nay
242	13	Yea
325	13	Nay
331	13	Nay
351	13	Nay
390	13	Yea
415	13	Yea
416	13	Nay
442	13	Nay
532	13	Nay
569	13	Nay
582	13	Nay
607	13	Yea
610	13	Yea
623	13	Yea
625	13	Nay
649	13	Yea
654	13	Yea
665	13	Nay
682	13	Yea
693	13	Nay
700	13	Nay
704	13	Nay
36	14	Nay
39	14	Nay
43	14	Yea
45	14	Nay
47	14	Nay
242	14	Yea
325	14	Yea
331	14	Yea
351	14	Nay
390	14	Yea
415	14	Yea
416	14	Nay
442	14	Yea
532	14	Nay
569	14	Yea
582	14	Yea
607	14	Yea
610	14	Yea
623	14	Yea
625	14	Yea
649	14	Yea
654	14	Yea
665	14	Yea
682	14	Yea
693	14	Yea
700	14	Yea
704	14	Yea
36	15	Nay
39	15	Nay
43	15	Yea
45	15	Nay
47	15	Nay
242	15	Yea
325	15	Yea
331	15	Nay
351	15	Nay
390	15	Yea
415	15	Yea
416	15	Nay
442	15	Yea
532	15	Yea
569	15	Nay
582	15	Yea
607	15	Yea
610	15	Yea
623	15	Yea
625	15	Yea
649	15	Yea
654	15	Nay
665	15	Yea
682	15	Yea
693	15	Yea
700	15	Yea
704	15	Yea
36	16	Nay
39	16	Nay
43	16	Yea
45	16	Nay
47	16	Nay
242	16	Yea
325	16	Nay
331	16	Nay
351	16	Nay
390	16	Yea
415	16	Yea
416	16	Nay
442	16	Nay
532	16	Nay
569	16	Nay
582	16	Nay
607	16	Nay
610	16	Nay
623	16	Yea
625	16	Nay
649	16	Nay
654	16	Nay
665	16	Nay
682	16	Yea
693	16	Nay
700	16	Nay
704	16	Nay
36	17	Nay
39	17	Nay
43	17	Yea
45	17	Nay
47	17	Nay
242	17	Yea
325	17	Yea
331	17	Yea
351	17	Nay
390	17	Yea
415	17	Yea
416	17	Nay
442	17	Yea
532	17	Yea
569	17	Yea
582	17	Yea
607	17	Yea
610	17	Yea
623	17	Yea
625	17	Yea
649	17	Yea
654	17	Yea
665	17	Yea
693	17	Yea
700	17	Yea
704	17	Nay
36	18	Nay
39	18	Nay
43	18	Yea
45	18	Nay
47	18	Nay
242	18	Yea
325	18	Yea
331	18	Yea
351	18	Nay
390	18	Yea
415	18	Nay
416	18	Nay
442	18	Yea
532	18	Yea
569	18	Yea
582	18	Yea
607	18	Yea
610	18	Yea
623	18	Yea
625	18	Yea
649	18	Yea
654	18	Yea
665	18	Yea
682	18	Yea
693	18	Yea
700	18	Yea
704	18	Yea
36	30	Nay
39	30	Nay
43	30	Yea
45	30	Nay
47	30	Nay
242	30	Yea
325	30	Nay
331	30	Nay
351	30	Nay
390	30	Yea
415	30	Yea
416	30	Nay
442	30	Nay
532	30	Nay
569	30	Nay
582	30	Nay
607	30	Nay
610	30	Nay
623	30	Yea
625	30	Nay
649	30	Nay
654	30	Nay
665	30	Nay
682	30	Yea
693	30	Nay
700	30	Nay
704	30	Nay
36	31	Nay
39	31	Nay
43	31	Yea
45	31	Nay
47	31	Nay
242	31	Yea
331	31	Yea
351	31	Nay
390	31	Yea
415	31	Yea
416	31	Nay
442	31	Yea
532	31	Yea
569	31	Yea
582	31	Yea
607	31	Nay
610	31	Nay
623	31	Yea
625	31	Yea
649	31	Yea
654	31	Nay
665	31	Yea
682	31	Yea
693	31	Yea
700	31	Yea
704	31	Yea
36	42	Nay
39	42	Nay
43	42	Yea
45	42	Nay
47	42	Nay
242	42	Yea
325	42	Yea
331	42	Yea
390	42	Yea
415	42	Yea
416	42	Nay
442	42	Yea
532	42	Yea
569	42	Yea
582	42	Yea
607	42	Yea
610	42	Yea
623	42	Yea
625	42	Yea
649	42	Yea
654	42	Yea
665	42	Yea
682	42	Yea
693	42	Yea
700	42	Yea
704	42	Yea
36	44	Nay
39	44	Nay
43	44	Yea
45	44	Nay
47	44	Nay
242	44	Yea
325	44	Yea
331	44	Yea
351	44	Nay
390	44	Yea
415	44	Nay
416	44	Nay
442	44	Yea
532	44	Yea
569	44	Yea
582	44	Yea
607	44	Yea
610	44	Yea
623	44	Yea
625	44	Yea
649	44	Yea
654	44	Yea
665	44	Yea
682	44	Yea
693	44	Yea
700	44	Yea
36	49	Nay
39	49	Nay
43	49	Yea
45	49	Nay
47	49	Nay
242	49	Yea
325	49	Yea
331	49	Yea
351	49	Nay
390	49	Yea
415	49	Yea
416	49	Nay
442	49	Nay
532	49	Nay
569	49	Yea
582	49	Nay
607	49	Nay
610	49	Nay
623	49	Yea
625	49	Nay
649	49	Yea
654	49	Nay
665	49	Nay
682	49	Yea
693	49	Yea
700	49	Nay
36	50	Nay
39	50	Nay
43	50	Yea
45	50	Nay
47	50	Nay
242	50	Yea
325	50	Yea
331	50	Yea
351	50	Nay
390	50	Yea
415	50	Nay
416	50	Nay
442	50	Yea
532	50	Yea
569	50	Yea
582	50	Yea
607	50	Yea
610	50	Yea
623	50	Yea
625	50	Yea
649	50	Yea
654	50	Yea
665	50	Yea
682	50	Yea
693	50	Yea
700	50	Yea
704	50	Yea
36	53	Nay
39	53	Nay
43	53	Yea
45	53	Nay
47	53	Nay
242	53	Yea
325	53	Yea
331	53	Yea
351	53	Nay
390	53	Yea
415	53	Yea
416	53	Nay
442	53	Nay
532	53	Yea
569	53	Yea
582	53	Yea
607	53	Yea
610	53	Yea
623	53	Yea
625	53	Yea
654	53	Yea
665	53	Yea
693	53	Nay
700	53	Nay
704	53	Yea
36	54	Nay
39	54	Nay
43	54	Yea
45	54	Nay
47	54	Nay
242	54	Yea
325	54	Nay
331	54	Nay
351	54	Nay
390	54	Yea
415	54	Nay
416	54	Nay
442	54	Nay
532	54	Nay
569	54	Nay
582	54	Nay
607	54	Nay
610	54	Nay
623	54	Yea
625	54	Nay
649	54	Nay
654	54	Nay
665	54	Nay
682	54	Yea
693	54	Nay
700	54	Nay
704	54	Nay
36	55	Nay
39	55	Nay
43	55	Yea
45	55	Nay
47	55	Nay
242	55	Yea
325	55	Yea
331	55	Yea
351	55	Nay
390	55	Yea
415	55	Nay
416	55	Nay
442	55	Yea
532	55	Yea
569	55	Yea
582	55	Yea
607	55	Yea
610	55	Yea
623	55	Yea
625	55	Yea
649	55	Yea
654	55	Yea
665	55	Yea
682	55	Yea
693	55	Yea
700	55	Yea
704	55	Yea
36	56	Nay
39	56	Nay
43	56	Yea
45	56	Nay
47	56	Nay
242	56	Yea
325	56	Yea
331	56	Yea
351	56	Nay
390	56	Yea
415	56	Nay
416	56	Nay
442	56	Yea
532	56	Yea
569	56	Yea
582	56	Yea
607	56	Yea
610	56	Yea
623	56	Yea
625	56	Yea
649	56	Yea
654	56	Yea
665	56	Yea
682	56	Yea
693	56	Yea
700	56	Yea
704	56	Yea
36	64	Nay
39	64	Nay
43	64	Yea
47	64	Nay
242	64	Yea
325	64	Nay
331	64	Yea
351	64	Nay
390	64	Yea
415	64	Yea
416	64	Yea
442	64	Yea
532	64	Yea
569	64	Yea
582	64	Yea
607	64	Nay
610	64	Nay
623	64	Yea
625	64	Nay
654	64	Nay
665	64	Nay
682	64	Yea
693	64	Yea
700	64	Nay
704	64	Yea
36	70	Nay
39	70	Nay
43	70	Yea
45	70	Nay
47	70	Nay
242	70	Yea
325	70	Yea
331	70	Yea
351	70	Nay
390	70	Yea
415	70	Yea
416	70	Yea
442	70	Yea
569	70	Yea
582	70	Yea
607	70	Yea
610	70	Yea
623	70	Yea
625	70	Yea
649	70	Yea
654	70	Yea
665	70	Yea
682	70	Yea
700	70	Yea
704	70	Yea
36	92	Nay
39	92	Nay
43	92	Yea
45	92	Nay
47	92	Nay
242	92	Yea
325	92	Yea
331	92	Yea
351	92	Nay
390	92	Yea
415	92	Nay
416	92	Nay
442	92	Yea
532	92	Yea
569	92	Yea
582	92	Yea
607	92	Yea
610	92	Yea
623	92	Yea
625	92	Yea
649	92	Yea
654	92	Yea
665	92	Yea
682	92	Yea
693	92	Yea
700	92	Yea
704	92	Yea
36	93	Nay
39	93	Nay
43	93	Yea
45	93	Nay
47	93	Nay
242	93	Yea
325	93	Yea
331	93	Nay
351	93	Nay
390	93	Yea
415	93	Yea
416	93	Nay
442	93	Yea
532	93	Yea
569	93	Yea
582	93	Yea
607	93	Yea
610	93	Yea
623	93	Yea
625	93	Yea
649	93	Yea
654	93	Yea
665	93	Nay
36	95	Nay
39	95	Nay
43	95	Yea
45	95	Nay
47	95	Nay
242	95	Yea
325	95	Yea
331	95	Yea
351	95	Nay
390	95	Yea
415	95	Yea
416	95	Nay
442	95	Yea
532	95	Yea
569	95	Yea
582	95	Yea
607	95	Yea
610	95	Yea
623	95	Yea
625	95	Yea
649	95	Yea
665	95	Yea
682	95	Yea
693	95	Yea
700	95	Yea
704	95	Yea
36	96	Nay
39	96	Nay
43	96	Yea
45	96	Nay
47	96	Nay
242	96	Yea
325	96	Yea
331	96	Yea
351	96	Nay
390	96	Yea
415	96	Nay
416	96	Nay
442	96	Yea
532	96	Yea
569	96	Yea
582	96	Yea
607	96	Yea
610	96	Yea
623	96	Yea
625	96	Yea
649	96	Yea
665	96	Yea
682	96	Yea
693	96	Yea
700	96	Yea
704	96	Yea
36	100	Nay
39	100	Nay
43	100	Yea
45	100	Nay
47	100	Nay
242	100	Yea
325	100	Yea
331	100	Yea
390	100	Yea
415	100	Yea
416	100	Nay
442	100	Yea
569	100	Yea
582	100	Yea
607	100	Yea
610	100	Yea
649	100	Yea
654	100	Yea
665	100	Yea
682	100	Yea
693	100	Yea
700	100	Yea
704	100	Yea
36	103	Nay
39	103	Nay
43	103	Yea
45	103	Nay
47	103	Nay
242	103	Yea
325	103	Nay
331	103	Nay
351	103	Nay
390	103	Yea
415	103	Nay
416	103	Nay
442	103	Nay
532	103	Nay
569	103	Nay
582	103	Nay
607	103	Nay
610	103	Nay
623	103	Yea
625	103	Nay
649	103	Nay
654	103	Nay
665	103	Nay
682	103	Yea
693	103	Nay
700	103	Nay
704	103	Nay
36	106	Nay
39	106	Nay
43	106	Yea
45	106	Nay
47	106	Yea
242	106	Yea
325	106	Yea
331	106	Yea
351	106	Nay
390	106	Yea
415	106	Nay
416	106	Nay
442	106	Yea
532	106	Yea
569	106	Yea
582	106	Yea
607	106	Yea
610	106	Yea
649	106	Yea
665	106	Yea
682	106	Yea
693	106	Yea
700	106	Yea
704	106	Yea
36	107	Nay
39	107	Nay
43	107	Yea
45	107	Nay
47	107	Nay
242	107	Yea
351	107	Nay
390	107	Yea
415	107	Yea
416	107	Nay
623	107	Yea
682	107	Yea
36	108	Nay
39	108	Nay
43	108	Yea
45	108	Nay
47	108	Nay
242	108	Yea
325	108	Nay
331	108	Nay
351	108	Nay
390	108	Yea
415	108	Yea
416	108	Nay
442	108	Yea
532	108	Nay
569	108	Nay
582	108	Nay
607	108	Nay
610	108	Nay
623	108	Yea
625	108	Nay
649	108	Nay
654	108	Nay
665	108	Nay
682	108	Yea
693	108	Nay
700	108	Nay
704	108	Nay
36	111	Nay
39	111	Nay
43	111	Yea
45	111	Nay
47	111	Nay
242	111	Yea
325	111	Yea
331	111	Yea
351	111	Nay
390	111	Yea
415	111	Yea
416	111	Nay
442	111	Yea
532	111	Yea
569	111	Yea
582	111	Yea
607	111	Yea
610	111	Yea
623	111	Yea
625	111	Yea
654	111	Yea
665	111	Yea
693	111	Yea
700	111	Yea
704	111	Yea
36	112	Nay
39	112	Nay
43	112	Yea
45	112	Nay
47	112	Nay
242	112	Yea
325	112	Yea
331	112	Yea
351	112	Nay
390	112	Yea
415	112	Nay
416	112	Nay
442	112	Yea
532	112	Yea
582	112	Yea
607	112	Yea
610	112	Yea
623	112	Yea
625	112	Yea
649	112	Yea
654	112	Yea
665	112	Yea
682	112	Yea
693	112	Yea
700	112	Yea
704	112	Yea
36	113	Nay
39	113	Nay
43	113	Yea
45	113	Nay
47	113	Nay
242	113	Yea
325	113	Yea
331	113	Yea
351	113	Nay
390	113	Yea
415	113	Yea
416	113	Nay
442	113	Yea
532	113	Yea
569	113	Yea
582	113	Yea
607	113	Yea
610	113	Yea
623	113	Yea
625	113	Yea
649	113	Yea
654	113	Yea
665	113	Yea
682	113	Yea
693	113	Yea
700	113	Yea
704	113	Yea
36	114	Nay
39	114	Nay
43	114	Yea
45	114	Nay
47	114	Nay
242	114	Yea
325	114	Yea
331	114	Yea
351	114	Nay
390	114	Yea
415	114	Yea
416	114	Nay
442	114	Yea
532	114	Yea
569	114	Yea
582	114	Yea
610	114	Yea
623	114	Yea
625	114	Yea
649	114	Yea
654	114	Nay
665	114	Yea
682	114	Yea
700	114	Yea
704	114	Yea
36	115	Nay
39	115	Nay
43	115	Yea
45	115	Nay
47	115	Nay
242	115	Yea
325	115	Nay
331	115	Yea
351	115	Nay
390	115	Yea
415	115	Yea
416	115	Nay
442	115	Yea
532	115	Nay
569	115	Nay
582	115	Yea
607	115	Yea
610	115	Yea
623	115	Yea
625	115	Nay
649	115	Yea
654	115	Nay
665	115	Yea
682	115	Yea
693	115	Yea
700	115	Yea
704	115	Yea
36	116	Nay
39	116	Nay
43	116	Yea
45	116	Nay
47	116	Nay
242	116	Yea
325	116	Yea
331	116	Yea
351	116	Nay
390	116	Yea
415	116	Nay
416	116	Nay
442	116	Yea
532	116	Yea
569	116	Yea
582	116	Yea
607	116	Yea
610	116	Yea
623	116	Yea
625	116	Yea
649	116	Yea
654	116	Yea
665	116	Yea
682	116	Yea
693	116	Yea
700	116	Yea
704	116	Yea
36	117	Nay
39	117	Nay
43	117	Yea
45	117	Nay
47	117	Nay
242	117	Yea
325	117	Yea
331	117	Yea
351	117	Nay
390	117	Yea
415	117	Nay
416	117	Nay
442	117	Yea
532	117	Yea
569	117	Yea
582	117	Yea
607	117	Yea
610	117	Yea
623	117	Yea
625	117	Yea
649	117	Yea
654	117	Yea
665	117	Yea
682	117	Yea
693	117	Yea
700	117	Yea
704	117	Yea
36	120	Nay
39	120	Nay
43	120	Yea
45	120	Nay
47	120	Nay
242	120	Yea
325	120	Yea
331	120	Nay
351	120	Nay
390	120	Yea
415	120	Nay
416	120	Nay
442	120	Nay
569	120	Yea
582	120	Yea
607	120	Yea
610	120	Yea
623	120	Yea
625	120	Yea
654	120	Yea
665	120	Yea
693	120	Yea
700	120	Nay
704	120	Yea
36	123	Nay
39	123	Nay
43	123	Yea
45	123	Nay
47	123	Nay
242	123	Yea
325	123	Yea
331	123	Yea
390	123	Yea
415	123	Nay
416	123	Nay
442	123	Yea
532	123	Yea
569	123	Yea
582	123	Yea
607	123	Yea
610	123	Yea
623	123	Yea
625	123	Yea
649	123	Yea
654	123	Yea
665	123	Yea
682	123	Yea
693	123	Yea
700	123	Yea
704	123	Yea
36	124	Nay
39	124	Nay
43	124	Yea
45	124	Nay
47	124	Nay
242	124	Yea
325	124	Nay
331	124	Yea
351	124	Nay
390	124	Yea
415	124	Yea
416	124	Nay
532	124	Nay
569	124	Yea
582	124	Nay
623	124	Yea
649	124	Yea
654	124	Nay
665	124	Yea
682	124	Yea
693	124	Nay
700	124	Nay
704	124	Yea
36	125	Nay
39	125	Nay
43	125	Yea
45	125	Nay
47	125	Nay
242	125	Yea
325	125	Nay
331	125	Nay
351	125	Nay
390	125	Yea
415	125	Yea
416	125	Nay
442	125	Nay
532	125	Nay
569	125	Nay
582	125	Nay
607	125	Nay
610	125	Nay
623	125	Yea
625	125	Nay
649	125	Nay
654	125	Nay
665	125	Nay
682	125	Yea
693	125	Nay
700	125	Nay
704	125	Nay
36	126	Nay
39	126	Nay
43	126	Yea
45	126	Nay
47	126	Nay
242	126	Yea
325	126	Yea
331	126	Yea
351	126	Nay
390	126	Yea
442	126	Yea
532	126	Yea
569	126	Yea
582	126	Yea
607	126	Yea
610	126	Yea
623	126	Yea
625	126	Yea
649	126	Yea
654	126	Yea
665	126	Yea
682	126	Yea
693	126	Yea
700	126	Yea
704	126	Yea
36	127	Nay
39	127	Nay
43	127	Yea
45	127	Nay
47	127	Nay
242	127	Yea
325	127	Yea
331	127	Yea
351	127	Nay
390	127	Yea
415	127	Yea
416	127	Nay
442	127	Yea
532	127	Yea
569	127	Yea
582	127	Yea
607	127	Yea
610	127	Yea
623	127	Yea
625	127	Yea
649	127	Yea
654	127	Yea
665	127	Yea
693	127	Yea
700	127	Yea
704	127	Yea
36	128	Nay
39	128	Nay
43	128	Yea
45	128	Nay
47	128	Nay
242	128	Yea
325	128	Yea
331	128	Yea
351	128	Nay
390	128	Yea
415	128	Yea
416	128	Nay
442	128	Nay
532	128	Yea
569	128	Yea
582	128	Yea
607	128	Yea
610	128	Yea
623	128	Yea
625	128	Yea
649	128	Yea
654	128	Yea
665	128	Yea
682	128	Yea
693	128	Yea
700	128	Yea
704	128	Yea
36	130	Nay
39	130	Nay
43	130	Yea
45	130	Nay
47	130	Nay
242	130	Nay
325	130	Yea
331	130	Yea
351	130	Nay
390	130	Yea
415	130	Nay
416	130	Nay
442	130	Yea
532	130	Yea
569	130	Yea
582	130	Yea
607	130	Yea
610	130	Yea
623	130	Yea
625	130	Yea
649	130	Yea
654	130	Yea
665	130	Yea
682	130	Yea
693	130	Yea
700	130	Yea
704	130	Yea
36	139	Nay
39	139	Nay
43	139	Yea
45	139	Nay
47	139	Nay
242	139	Yea
325	139	Yea
331	139	Yea
351	139	Nay
390	139	Yea
415	139	Nay
416	139	Nay
442	139	Yea
532	139	Yea
569	139	Yea
582	139	Yea
607	139	Yea
610	139	Yea
623	139	Yea
625	139	Yea
649	139	Yea
654	139	Yea
665	139	Yea
682	139	Yea
693	139	Yea
700	139	Yea
704	139	Yea
36	141	Nay
39	141	Nay
43	141	Yea
45	141	Nay
47	141	Nay
242	141	Yea
325	141	Yea
331	141	Yea
351	141	Nay
390	141	Yea
415	141	Yea
416	141	Nay
442	141	Yea
532	141	Yea
569	141	Yea
582	141	Yea
607	141	Yea
610	141	Yea
623	141	Yea
625	141	Yea
649	141	Nay
654	141	Nay
665	141	Nay
682	141	Yea
693	141	Nay
700	141	Nay
704	141	Yea
36	144	Nay
39	144	Nay
43	144	Yea
45	144	Nay
47	144	Nay
242	144	Nay
325	144	Nay
331	144	Nay
351	144	Nay
390	144	Yea
415	144	Nay
416	144	Nay
442	144	Nay
532	144	Nay
569	144	Nay
582	144	Nay
607	144	Nay
610	144	Nay
623	144	Yea
625	144	Nay
654	144	Nay
665	144	Nay
682	144	Yea
693	144	Nay
700	144	Nay
704	144	Nay
36	145	Nay
39	145	Nay
43	145	Yea
45	145	Nay
47	145	Nay
242	145	Yea
325	145	Nay
331	145	Nay
351	145	Nay
390	145	Yea
415	145	Nay
416	145	Nay
442	145	Yea
532	145	Yea
569	145	Yea
582	145	Yea
607	145	Yea
610	145	Yea
623	145	Yea
625	145	Yea
649	145	Yea
654	145	Nay
665	145	Nay
682	145	Yea
693	145	Nay
700	145	Nay
704	145	Nay
36	150	Nay
39	150	Nay
43	150	Yea
45	150	Nay
47	150	Nay
242	150	Yea
325	150	Nay
331	150	Nay
351	150	Nay
390	150	Yea
415	150	Yea
416	150	Nay
442	150	Nay
532	150	Nay
569	150	Nay
582	150	Nay
607	150	Nay
610	150	Nay
623	150	Yea
625	150	Nay
654	150	Nay
665	150	Nay
682	150	Yea
693	150	Nay
700	150	Nay
704	150	Nay
36	155	Nay
39	155	Nay
43	155	Yea
45	155	Nay
47	155	Nay
242	155	Yea
325	155	Yea
331	155	Yea
351	155	Nay
390	155	Yea
415	155	Yea
416	155	Nay
442	155	Nay
532	155	Yea
569	155	Yea
582	155	Yea
607	155	Yea
610	155	Nay
623	155	Yea
625	155	Nay
649	155	Nay
654	155	Nay
665	155	Yea
682	155	Yea
693	155	Yea
700	155	Yea
704	155	Nay
36	156	Nay
39	156	Nay
43	156	Yea
45	156	Nay
47	156	Nay
242	156	Yea
325	156	Nay
331	156	Nay
351	156	Nay
390	156	Yea
415	156	Nay
416	156	Nay
442	156	Nay
532	156	Nay
569	156	Nay
582	156	Nay
610	156	Yea
623	156	Yea
625	156	Nay
654	156	Yea
665	156	Nay
682	156	Yea
693	156	Nay
700	156	Nay
704	156	Nay
36	161	Nay
39	161	Nay
43	161	Yea
45	161	Nay
47	161	Nay
242	161	Yea
325	161	Nay
331	161	Nay
415	161	Nay
416	161	Nay
442	161	Yea
532	161	Yea
569	161	Yea
582	161	Yea
607	161	Yea
610	161	Yea
623	161	Yea
625	161	Nay
649	161	Yea
654	161	Nay
665	161	Yea
682	161	Yea
693	161	Yea
700	161	Yea
704	161	Yea
36	166	Nay
39	166	Nay
43	166	Yea
45	166	Nay
47	166	Nay
242	166	Yea
325	166	Yea
331	166	Yea
351	166	Nay
390	166	Yea
415	166	Nay
416	166	Nay
442	166	Yea
532	166	Yea
569	166	Yea
582	166	Yea
610	166	Yea
623	166	Yea
625	166	Yea
649	166	Yea
654	166	Yea
665	166	Yea
682	166	Yea
693	166	Yea
700	166	Yea
704	166	Yea
36	167	Nay
39	167	Nay
43	167	Yea
45	167	Nay
47	167	Nay
242	167	Yea
325	167	Yea
331	167	Yea
351	167	Nay
390	167	Yea
415	167	Nay
416	167	Yea
442	167	Yea
582	167	Yea
610	167	Yea
623	167	Yea
625	167	Yea
649	167	Yea
654	167	Yea
665	167	Yea
682	167	Yea
693	167	Yea
700	167	Yea
36	169	Nay
39	169	Nay
43	169	Yea
45	169	Nay
47	169	Nay
242	169	Yea
325	169	Nay
331	169	Nay
351	169	Nay
390	169	Yea
415	169	Nay
416	169	Nay
442	169	Yea
532	169	Nay
569	169	Nay
582	169	Nay
610	169	Yea
623	169	Yea
625	169	Nay
649	169	Nay
654	169	Yea
665	169	Nay
682	169	Yea
693	169	Nay
700	169	Nay
704	169	Nay
36	170	Nay
39	170	Nay
43	170	Yea
45	170	Nay
47	170	Nay
242	170	Yea
325	170	Yea
331	170	Yea
351	170	Nay
390	170	Yea
415	170	Nay
416	170	Yea
442	170	Yea
532	170	Yea
569	170	Yea
582	170	Yea
607	170	Yea
610	170	Yea
623	170	Yea
625	170	Yea
649	170	Yea
654	170	Yea
665	170	Yea
36	175	Nay
39	175	Nay
43	175	Yea
45	175	Nay
47	175	Nay
242	175	Yea
325	175	Yea
331	175	Yea
351	175	Nay
390	175	Yea
415	175	Nay
416	175	Nay
442	175	Yea
532	175	Yea
569	175	Yea
582	175	Yea
607	175	Yea
610	175	Yea
623	175	Yea
625	175	Yea
649	175	Yea
654	175	Yea
665	175	Yea
682	175	Yea
693	175	Yea
700	175	Yea
704	175	Yea
39	176	Nay
43	176	Yea
45	176	Nay
47	176	Nay
242	176	Yea
325	176	Yea
331	176	Yea
351	176	Nay
390	176	Yea
415	176	Yea
416	176	Nay
442	176	Yea
532	176	Yea
569	176	Yea
582	176	Yea
607	176	Yea
610	176	Yea
623	176	Yea
625	176	Yea
649	176	Yea
654	176	Yea
665	176	Yea
682	176	Yea
693	176	Yea
700	176	Yea
704	176	Yea
36	186	Nay
39	186	Nay
43	186	Yea
45	186	Nay
47	186	Nay
242	186	Yea
351	186	Nay
390	186	Yea
415	186	Nay
416	186	Nay
442	186	Yea
607	186	Yea
610	186	Yea
623	186	Yea
625	186	Yea
649	186	Yea
654	186	Yea
665	186	Yea
682	186	Yea
693	186	Yea
700	186	Yea
704	186	Yea
36	189	Nay
39	189	Nay
43	189	Yea
45	189	Nay
47	189	Nay
242	189	Yea
325	189	Nay
331	189	Yea
351	189	Nay
390	189	Yea
415	189	Nay
416	189	Nay
442	189	Yea
532	189	Yea
569	189	Yea
582	189	Yea
607	189	Yea
610	189	Yea
623	189	Yea
625	189	Nay
649	189	Nay
654	189	Nay
665	189	Nay
682	189	Yea
693	189	Yea
700	189	Yea
704	189	Yea
